Unnamed: 0,author,comment,published_at,cleaned_comment,sentiment,emotion,hate_speech,irony
222,@fasihfaqeeryar,Hey mr beast I just wanted to tell you that you are the best and you tried a lot and never gave up so you deserve being the 👑 of YouTube I love you . Can you make a video In Afghanistan it would be pretty fun I am in Afghanistan too so whenever you got here just let me know,2024-09-22T10:18:34Z,hey mr beast wanted tell best tried lot never gave deserve youtube love make video afghanistan would pretty fun afghanistan whenever got let know,POS,others,[],not ironic
225,@DiloromxonSulaymonova-g5e,It's a very good 💯,2024-09-22T09:24:45Z,good,POS,others,[],ironic
227,@stylishsyl,Guys I think this is the cave from yk the dragons movie-,2024-09-22T08:25:11Z,guy think cave yk dragon movie,NEU,others,[],not ironic
229,@bellacooper-p4d,you guys made it on ´kiwi kids news´🤣🤣😂,2024-09-22T07:54:09Z,guy made kiwi kid news,NEU,others,[],ironic
231,@NIGHTstalker99_5,Live in a tree for a week. Something massive like a sycamore.,2024-09-22T07:26:25Z,live tree week something massive like sycamore,NEU,others,[],not ironic
232,@зельн,0:30 I would never go into a cave 😊😅,2024-09-22T06:48:49Z,would never go cave,NEU,others,[],not ironic
233,@daophuquyoi,"Clip tạo cảm giác rất hay và sinh động, thật tuyệt khi xem nó",2024-09-22T06:37:37Z,clip tao cam giac rat hay va sinh ong tuyet khi xem,NEU,others,[],not ironic
234,@OnlygoodworkTV,❤❤🎉🎉wow,2024-09-22T06:29:22Z,wow,NEU,surprise,[],ironic
235,@GregChidester,Mr. Beast….sign me up for one of your episodes & I will do it for just the bragging rights. Would like to prove that you really do pick random people for these challenges.,2024-09-22T05:58:28Z,mr beastsign one episode bragging right would like prove really pick random people challenge,NEU,others,[],not ironic
236,@sblackusmc,Make a smores feastable. With marshmallows minis and gram crackers inside the chocolate 🍫,2024-09-22T05:49:45Z,make smores feastable marshmallow mini gram cracker inside chocolate,NEU,others,[],not ironic
237,@killbethy,Spend 7 days trapped in a cave = spend 7 days trapped in a gorgeous NZ tourist attraction w a cafe & gift shop inside that takes a 1 hour lazy river tube ride to cross 😹 even kids are allowed!,2024-09-22T05:01:56Z,spend day trapped cave spend day trapped gorgeous nz tourist attraction w cafe gift shop inside take hour lazy river tube ride cross even kid allowed,NEU,others,[],not ironic
238,@albumfarhan,why Mr.Beast always smiling in every kind of situation😂,2024-09-22T04:18:56Z,mrbeast always smiling every kind situation,POS,joy,[],not ironic
239,@chloberri4563,Mr beast I’m gonna use this cave video as inspiration for my painting to submit to an art school for auditions,2024-09-22T03:47:13Z,mr beast im gon na use cave video inspiration painting submit art school audition,NEU,others,[],ironic
241,@atngo9356,Amazing good job mrbea,2024-09-22T01:58:42Z,amazing good job mrbea,POS,joy,[],ironic
242,@fellyhusaini1236,Hallo MR  Beats,2024-09-22T01:49:22Z,hallo mr beat,NEU,others,[],ironic
244,@Fuzzythebunny-rf8ey,"The cameraman had to go through all of this, too.
Good job cameraman.",2024-09-21T23:50:14Z,cameraman go good job cameraman,POS,joy,[],ironic
245,@vahidgym222,CR7 KING YOUTUBE 💯,2024-09-21T23:30:00Z,cr king youtube,NEU,others,[],ironic
246,@marlonf.,¡Qué guay!,2024-09-21T22:35:43Z,que guay,NEU,others,[],not ironic
247,@Evil.121,My Dream Is 5 likes😢,2024-09-21T22:31:01Z,dream like,NEU,others,[],not ironic
249,@awagueye6421,Wow mr beast got a whole new crew😊,2024-09-21T21:06:17Z,wow mr beast got whole new crew,NEU,others,[],ironic
250,@liveconcertsshow4874,"The person reading this message, I wish you a good day and mood❤",2024-09-21T19:53:33Z,person reading message wish good day mood,POS,joy,[],not ironic
251,@ArtisticVisualist,"Cave survival tip #1: If you hear a noise behind you, it’s either a bat… or the realization that you should have stayed home.",2024-09-21T19:52:02Z,cave survival tip hear noise behind either bat realization stayed home,NEU,others,[],not ironic
252,@juanabarbaritacarlosvalenc7060,24 HORAS CON MESSI,2024-09-21T19:38:10Z,horas con messi,NEU,others,[],not ironic
253,@DugguZeph-ry1gc,Bhai aap Indian ladke ho,2024-09-21T18:20:56Z,bhai aap indian ladke ho,NEU,others,[],not ironic
254,@Sowrov_officials999,My favorite YouTuber 😫,2024-09-21T17:19:35Z,favorite youtuber,POS,others,[],ironic
255,@hanna4572,Amo o fato desse canal ser para vários países,2024-09-21T17:15:11Z,amo fato desse canal ser para varios paises,NEU,others,[],not ironic
256,@ShehryarYousaf-o2m,Cr7 Army 😎,2024-09-21T17:09:30Z,cr army,NEU,others,[],not ironic
257,@JimenaLemus-p6e,"Mrbeast yo me comí tu chocolate y está muy rico que se llaman 
oh",2024-09-21T16:25:11Z,mrbeast yo comi tu chocolate esta muy rico que se llaman oh,NEU,others,[],not ironic
258,@ChristiWhite-qr4ks,"MrBeast, I can’t believe you did that never in my whole life. I would’ve been dead.",2024-09-21T16:25:07Z,mrbeast cant believe never whole life wouldve dead,NEG,sadness,[],not ironic
259,@Noobcrafttt,i'll never stop loving mrbeasttttttttttttttttttttttttttttttttttttttt,2024-09-21T16:01:23Z,ill never stop loving mrbeasttttttttttttttttttttttttttttttttttttttt,POS,joy,[],not ironic
260,@GautamSingh-y1k,Somehow i like the videos made by our mr beast,2024-09-21T16:00:53Z,somehow like video made mr beast,NEU,others,[],not ironic
261,@blueshepard7,Journey to the Center of the Earth but fun version 😂😂😂😂,2024-09-21T15:41:11Z,journey center earth fun version,POS,others,[],not ironic
262,@ZDRTRW,"Video idea Whoever survives the longest in the abandoned house gets a prize , It's up to you to give what might be a dollar or a car or something.",2024-09-21T15:33:37Z,video idea whoever survives longest abandoned house get prize give might dollar car something,NEU,others,[],not ironic
263,@AdamAbdalla-zb1du,Mr beast ir better in YouTube not in foot ball or soccer,2024-09-21T15:28:15Z,mr beast ir better youtube foot ball soccer,NEU,others,[],ironic
264,@ValdemarSoarespinto,1:55 oi😊,2024-09-21T14:38:50Z,oi,NEU,others,[],not ironic
267,@AKSHIT-e2z,Cool man 😮,2024-09-21T11:21:33Z,cool man,POS,others,[],ironic
268,@mithrasurampalli5530,Mr.Beast are feastables there in india,2024-09-21T10:33:57Z,mrbeast feastables india,NEU,others,[],not ironic
270,@Watchwithrashid07,Thanks for 50 SUBSCRIBER,2024-09-21T10:31:50Z,thanks subscriber,POS,others,[],ironic
271,@NaimaNaima-ue1oc,WAW😮😮😮😮❤,2024-09-21T10:28:41Z,waw,NEU,others,[],ironic
272,@aloosh997,Is it me or does carl sound a lot like Morty from rick and morty,2024-09-21T10:11:22Z,carl sound lot like morty rick morty,NEU,others,[],not ironic
274,@ArmanHossain-zr2qd,Plz come Bangladesh,2024-09-21T09:57:21Z,plz come bangladesh,NEU,others,[],not ironic
275,@MuhammadMusa900-ls5ow,Bhai subscribe karva do,2024-09-21T09:21:52Z,bhai subscribe karva,NEU,others,[],not ironic
276,@DaisyIllustrations,8:25 Mr B quoting Hercules out of the blue,2024-09-21T08:24:19Z,mr b quoting hercules blue,NEU,others,[],ironic
277,@KenXd2,"He posted it, he's alive",2024-09-21T08:07:16Z,posted he alive,NEU,others,[],not ironic
279,@AbdulMajeedTahir-q7c,Vote for  survival  in   amazon jungle,2024-09-21T06:47:28Z,vote survival amazon jungle,NEU,others,[],not ironic
280,@Beastytgames,I love you @mrbeast ❤ will you marry me 👄💕?,2024-09-21T05:58:01Z,love mrbeast marry,POS,joy,[],ironic
281,@FinoZaky,Mr Beast mengapa kau bertahan hidup seringnya 7 hari,2024-09-21T05:47:45Z,mr beast mengapa kau bertahan hidup seringnya hari,NEU,others,[],not ironic
282,@MuhammadRisky-u8w,I love Mr Beast and love Mr Beast content,2024-09-21T05:32:10Z,love mr beast love mr beast content,POS,joy,[],not ironic
283,@KimEmaa-cx4kr,I wish i go with you guys!!!,2024-09-21T03:46:40Z,wish go guy,NEU,others,[],not ironic
284,@krxshoutj1,bro is the  biggest creator in da world,2024-09-21T03:16:11Z,bro biggest creator da world,POS,others,[],ironic
285,@mad-3333,5:20 my eyes 😂,2024-09-21T02:25:13Z,eye,NEU,others,[],not ironic
286,@Vicius_mirage,Alguém brasileiro?,2024-09-21T01:59:51Z,alguem brasileiro,NEU,others,[],not ironic
287,@BeauMichael-t5e,Survive seven days in the Sahara desert,2024-09-21T01:52:38Z,survive seven day sahara desert,NEU,others,[],not ironic
288,@TheRealWorld-hd4fc,"Jimmy, me and my best friends love Sabrina Carpenter and we are very short on ticket money. We would love for the last concert of are best friend to be Sabrina. If there would be any way we could get 600$ for tickets that would be the great Indy thing ever, thank you Jimmy and we send love❤️❤️❤️",2024-09-21T01:17:08Z,jimmy best friend love sabrina carpenter short ticket money would love last concert best friend sabrina would way could get ticket would great indy thing ever thank jimmy send love,POS,joy,[],not ironic
289,@faithkajuju-n4b,I like how Karl yells CAVE!😂😂,2024-09-21T01:03:27Z,like karl yell cave,NEU,others,[],not ironic
290,@Kasser710,Minecraft was right if there is water in the caves,2024-09-21T00:57:05Z,minecraft right water cave,NEU,others,[],not ironic
291,@Lili_Blitzzz,The most best climber is the cameraman,2024-09-20T23:54:24Z,best climber cameraman,POS,others,[],ironic
292,@bhupinderrosha,You are my favorite youtuber,2024-09-20T23:46:12Z,favorite youtuber,POS,others,[],ironic
293,@juanmunozcarrasco315,"Jimmy de eso se trata la vida, de vivirla juntos a los que te aman y apreciar los pequeños detalles",2024-09-20T23:18:17Z,jimmy de eso se trata la vida de vivirla junto los que te aman apreciar los pequenos detalles,NEU,others,[],not ironic
294,@AzraelLourdCuesta,Ty Mrbest for the loot in minecraft I found it on my minecraft world,2024-09-20T23:07:11Z,ty mrbest loot minecraft found minecraft world,POS,joy,[],not ironic
295,@GALEN52749,MrBeast Is Amazing Channel💎💎💎💎,2024-09-20T22:39:10Z,mrbeast amazing channel,POS,joy,[],not ironic
298,@Maggy-d9s,Hola Mr Bean tus chocolates fuiste vos Yo sé que no sé cómo se llaman pero me puedes mandar un saludito yo soy tu fan pero mándame saluditos cómo se escribe tu canal perdóname pero soy tu familia perdón por no darle like y suscribirme perdón pero chocolate están bien ricos no los probé pero me puedes regalar mucho dinero para mí para que me compré mi nintendo por favor es que mi sueño es tener una nintendo switch explícamelo cobran porque no tenemos tanta plata así que nos puedes regalar dinero en Perú vamos a participar bueno sí ya pero uno fácil porque voy a ir con mis papás y con mis primitas ya y también nos puede hacer chocolate los pista balls me gustan mucho,2024-09-20T22:19:10Z,hola mr bean tus chocolate fuiste vos yo se que se como se llaman pero puedes mandar un saludito yo soy tu fan pero mandame saluditos como se escribe tu canal perdoname pero soy tu familia perdon por darle like suscribirme perdon pero chocolate estan bien rico los probe pero puedes regalar mucho dinero para mi para que compre mi nintendo por favor e que mi sueno e tener una nintendo switch explicamelo cobran porque tenemos tanta plata asi que no puedes regalar dinero en peru vamos participar bueno si ya pero uno facil porque voy ir con mi papa con mi primitas ya tambien no puede hacer chocolate los pista ball gustan mucho,NEU,others,[],not ironic
299,@JosuéSánchez-r1l,Do You remember CRISTIANO RONALDOOOOOO 🔥🔥🔥🔥🔥🔥⚽⚽⚽⚽,2024-09-20T22:15:18Z,remember cristiano ronaldoooooo,NEU,others,[],not ironic
300,@AdrHamad,"wesh Mr Beast. trop forte tes videos. j ai besoin que tu m aides, je voudrais gaver 1000 personnes. tu penses ils auront encore faim apres",2024-09-20T21:12:16Z,wesh mr beast trop forte te video j ai besoin que tu aide je voudrais gaver personnes tu penses il auront encore faim apres,NEU,others,[],not ironic
301,@KaBoom997,Nice teady bear Chandler,2024-09-20T20:45:47Z,nice teady bear chandler,POS,others,[],ironic
302,@MysteryUseroconfig,hello MrBeast:D,2024-09-20T20:10:08Z,hello mrbeastd,NEU,others,[],ironic
303,@Zaidrazzaqui,This one was crazy 😮,2024-09-20T19:53:45Z,one crazy,NEU,others,[],not ironic
304,@Juguibugui2093,MrBeast ya yego los juguetes a Bolivia,2024-09-20T19:03:43Z,mrbeast ya yego los juguetes bolivia,NEU,others,[],not ironic
305,@MdBelal-ln5rl,❤❤🎉🎉Hi wow,2024-09-20T18:47:21Z,hi wow,NEU,others,[],ironic
307,@monamakhlouf1382,Ur chocolate is tasty 😋,2024-09-20T18:25:16Z,ur chocolate tasty,POS,others,[],ironic
308,@elietabet5921,Que locuras😲,2024-09-20T17:32:56Z,que locuras,NEU,others,[],not ironic
309,@natalia3997,Por qué no han probado los s'more de feastables? PORQUE  VIVO EN LATINOAMERICANO  Y NO VENDEN PARA HACER S'MORS NI FEASTANLES :(,2024-09-20T17:12:47Z,por que han probado los smore de feastables porque vivo en latinoamericano venden para hacer smors ni feastanles,NEU,others,[],not ironic
310,@funwithmeghan8044,"You r great youtuber… ❤& 
Great person MrBeast 🥰🥰❤️",2024-09-20T16:34:33Z,r great youtuber great person mrbeast,POS,joy,[],ironic
311,@BIDY_rl,im scared for Jimmys life with all these videos😭,2024-09-20T16:33:20Z,im scared jimmy life video,NEG,fear,[],not ironic
312,@CarlosAbarca-r4w,Ángeles verdaderos fans de Jimmy,2024-09-20T15:18:27Z,angeles verdaderos fan de jimmy,NEU,others,[],not ironic
313,@Ayushgfhgamer,Living under the sea 20 days,2024-09-20T14:48:50Z,living sea day,NEU,others,[],not ironic
315,@Lionelmahardika3246,mr beast giving samsung s24.,2024-09-20T13:36:47Z,mr beast giving samsung,NEU,others,[],ironic
316,@ngoctruongphuoc4419,I like mrbest,2024-09-20T13:36:22Z,like mrbest,NEU,others,[],ironic
317,@Aninggar_ajaaa,I didn't expect your effort to be this high.🎉❤,2024-09-20T12:43:03Z,didnt expect effort high,NEG,others,[],ironic
318,@sayalmanxe,"next uupp climb a mountain in nepal
\",2024-09-20T12:37:42Z,next uupp climb mountain nepal,NEU,others,[],not ironic
319,@VAYLON999,Mr beast you cool man subscribe for mr beast I’m from Russia 🇷🇺 I like mr beast,2024-09-20T12:37:14Z,mr beast cool man subscribe mr beast im russia like mr beast,POS,others,[],not ironic
320,@yukkiyuko8126,Joel is amazing,2024-09-20T12:36:47Z,joel amazing,POS,joy,[],ironic
321,@AditPratama-y9k,0:29  if l could win a cellphone from mrbeast l would be very proud and thank you🎉,2024-09-20T12:26:53Z,l could win cellphone mrbeast l would proud thank,POS,joy,[],not ironic
322,@JustLayan-z3k,"Meterbest buy the latest iPhones and distribute them to everyone who follows you, no matter who they are and wherever they are in the world. Whoever agrees with me should like it.",2024-09-20T11:54:24Z,meterbest buy latest iphones distribute everyone follows matter wherever world whoever agrees like,NEU,others,[],not ironic
323,@lakhshyapro,good !!!!!!!!!,2024-09-20T11:00:37Z,good,POS,others,[],ironic
324,@darrenbenedictlim6186,10:10 I'll be honest I've never had a smore anyway,2024-09-20T10:52:58Z,ill honest ive never smore anyway,NEG,others,[],not ironic
325,@muhammadqurban3466,This toy available in pakistan,2024-09-20T10:31:25Z,toy available pakistan,NEU,others,[],not ironic
326,@carlaescobarvalverde6738,Sobrevive en una montaña,2024-09-20T10:29:51Z,sobrevive en una montana,NEU,others,[],not ironic
327,@David613J,"Jimmy is incredibly smart. This guy hiring pros to assist with navigating the cave is testament to the fact that he is smart and doesn’t want to get stuck in the cave, lol 😂",2024-09-20T09:36:08Z,jimmy incredibly smart guy hiring pro assist navigating cave testament fact smart doesnt want get stuck cave lol,POS,others,[],ironic
328,@Freefire-mw1qr,Anyone from Bangladesh 🇧🇩🇧🇩🇧🇩,2024-09-20T09:36:00Z,anyone bangladesh,NEU,others,[],not ironic
329,@nagromgaming3439,Bro fit 7 days into 17 minutes 😅,2024-09-20T09:32:42Z,bro fit day minute,NEU,others,[],not ironic
330,@MDABIR-h4i,bigfan,2024-09-20T08:37:40Z,bigfan,POS,others,[],ironic
332,@sunitarathor1805,Mrbeast I am your subscriber,2024-09-20T08:24:41Z,mrbeast subscriber,NEU,others,[],ironic
333,@asadsajeed7055,It's time mr beast go for Mount Everest 😌,2024-09-20T08:06:26Z,time mr beast go mount everest,NEU,others,[],not ironic
336,@Wbaryan123,Thanks for 400 subscribe 😢❤ keep supporting 🙏,2024-09-20T07:50:55Z,thanks subscribe keep supporting,POS,joy,[],not ironic
337,@KaiOfficial0,THANKS FOR 100 SUBS🎉,2024-09-20T07:10:37Z,thanks sub,POS,others,[],ironic
338,@SagorKha-w6v,You are best ❤,2024-09-20T06:40:38Z,best,POS,others,[],ironic
339,@Dirty-1812,the water must be so cold.,2024-09-20T06:18:02Z,water must cold,NEU,others,[],not ironic
340,@lekzintshokiwangmo,"I really love Karrl 
he's too real",2024-09-20T05:31:21Z,really love karrl he real,POS,joy,[],not ironic
341,@Khang0918,He should really make these hour long videos stuff like this is insane,2024-09-20T04:26:18Z,really make hour long video stuff like insane,NEU,others,[],not ironic
342,@funnycompilation3969,I live in the philipines but im a big fan!!!,2024-09-20T03:55:49Z,live philipines im big fan,POS,others,[],ironic
343,@Nugik99,"I have subscribed, I want a Samsung if possible",2024-09-20T03:48:36Z,subscribed want samsung possible,POS,others,[],not ironic
344,@GuillermoLeon-yr9sc,Los festables no estan en venta en costa rica😢,2024-09-20T03:08:20Z,los festables estan en venta en costa rica,NEU,others,[],not ironic
345,@Onlyslimes09,Very demure very mindful,2024-09-20T02:52:10Z,demure mindful,NEU,others,[],not ironic
346,@pauloorona2159,Me beast is the goat🎉❤,2024-09-20T01:51:12Z,beast goat,NEU,others,[],not ironic
348,@carolgomez839,Mistervis as un video de 8 días en el bosque con todos,2024-09-20T00:15:26Z,mistervis un video de dia en el bosque con todos,NEU,others,[],not ironic
349,@fredsonbsb-ul9yo,"Assistir mrbeast no almoço e bom demais! 
Espero que o mr beast saiba a língua brasileira.",2024-09-19T23:22:03Z,assistir mrbeast almoco e bom demais espero que mr beast saiba lingua brasileira,NEU,others,[],not ironic
350,@rayaanvlogger.555,Thanks for 43 subscribers ❤,2024-09-19T21:40:18Z,thanks subscriber,POS,others,[],ironic
351,@estebanmartinez2710,No puedo ver el video por la claustrofobia 😂,2024-09-19T21:34:24Z,puedo ver el video por la claustrofobia,NEU,others,[],not ironic
352,@jasonslomiak,"Come grab me, I'll go😂",2024-09-19T21:22:41Z,come grab ill go,NEU,others,[],not ironic
353,@JessMG-g1h,Je t'adore,2024-09-19T21:08:42Z,je tadore,NEU,others,[],not ironic
354,@Lisanball1998,Messi es el mejor,2024-09-19T20:47:18Z,messi e el mejor,POS,others,[],not ironic
356,@GleeFree,"My Beast❤️, no one can challenge  you!😮
 Beast fans like & subscribe  👍🏻",2024-09-19T18:50:25Z,beast one challenge beast fan like subscribe,NEU,others,[],not ironic
357,@yanelicabreraalonso2931,Hola buenos días como 😊❤❤,2024-09-19T18:42:18Z,hola buenos dia como,NEU,joy,[],not ironic
358,@zeynepkebiri1985,Minecraft marathon real life situation,2024-09-19T18:36:24Z,minecraft marathon real life situation,NEU,others,[],not ironic
359,@siryiljanninyhernandez7176,@MrBeast la razón por la cual aún tengo YouTube ❤,2024-09-19T18:30:52Z,mrbeast la razon por la cual aun tengo youtube,NEU,others,[],not ironic
361,@ChattambeeBoys,Nice teddy Chandler,2024-09-19T17:04:32Z,nice teddy chandler,POS,others,[],ironic
362,@msmarufa-s2q,very nice mrbeast,2024-09-19T16:56:29Z,nice mrbeast,POS,others,[],ironic
363,@MubashirMalik-h9i,Your videos is best mister beast🎉❤,2024-09-19T16:47:55Z,video best mister beast,POS,others,[],not ironic
364,@Pubudumadushan798,Amazing 💓💓,2024-09-19T16:32:22Z,amazing,POS,surprise,[],ironic
365,@GOJO9183,Best YouTube,2024-09-19T16:28:18Z,best youtube,POS,joy,[],ironic
366,@ShahrukhMansha3,I'm Happy that you invited Mack also,2024-09-19T16:25:48Z,im happy invited mack also,POS,joy,[],ironic
367,@Funnyy_video_video,Beast brother I watch all your videos.  You help everyone I see in the video.  I am in a lot of trouble with my family to help me. My home is Bangladesh. We are very poor people. All our houses have been washed away by floods.😢,2024-09-19T16:09:35Z,beast brother watch video help everyone see video lot trouble family help home bangladesh poor people house washed away flood,NEU,others,[],not ironic
368,@elambuyo6013,"just watching you reminds me of the show 1000 ways to die. WhT other shows can you emulate ?  Someone just told me about you coz I have never heard of you eventho I’ve been on YouTube since it came out. Wow the power of YouTube!, Good entertainment. Clean without being foul. Good Thursday .",2024-09-19T15:41:00Z,watching reminds show way die wht show emulate someone told coz never heard eventho ive youtube since came wow power youtube good entertainment clean without foul good thursday,POS,others,[],ironic
369,@KingstonBoulden-v7c,A survival in concert,2024-09-19T15:28:13Z,survival concert,NEU,others,[],not ironic
370,@elambuyo6013,How about staying in a hot air balloon as long as you can...  without talking. Send a message to someone you see up in tha air to follow you.. literally in a hot air balloon . See how many will follow you in this challenge.,2024-09-19T15:24:56Z,staying hot air balloon long without talking send message someone see tha air follow literally hot air balloon see many follow challenge,NEU,others,[],not ironic
371,@SafiraBatista-t5v,Mrbeast eu sou do Brasil não posso provar a barra de chocolate eu nunca vi,2024-09-19T14:53:01Z,mrbeast eu sou brasil nao posso provar barra de chocolate eu nunca vi,NEU,others,[],not ironic
372,@unknownGaming-zp6zo,Big fan mrbeast🎉🎉,2024-09-19T14:07:31Z,big fan mrbeast,POS,others,[],ironic
373,@arthurpaz8642,CR7 much bigger than Messi,2024-09-19T14:01:53Z,cr much bigger messi,POS,others,[],not ironic
374,@mjmofficial6936,Cameraman is always immortal 😂,2024-09-19T13:47:17Z,cameraman always immortal,POS,others,[],ironic
376,@ShihmyratAmanov,Mrbeast is better than A4,2024-09-19T13:34:44Z,mrbeast better,POS,others,[],not ironic
377,@Foodisgood1,Im new support please ❤️,2024-09-19T13:29:20Z,im new support please,NEU,others,[],not ironic
378,@jawedAhemad-mp5kn,Mr Beast is very good ❤❤❤❤❤❤❤❤❤❤❤❤❤,2024-09-19T12:57:57Z,mr beast good,POS,others,[],not ironic
379,@KarolinaJanik-u5q,You are the coolest YouTuber.,2024-09-19T12:28:47Z,coolest youtuber,POS,joy,[],ironic
380,@Boring_lady12,Ooo make a snore flavorate chocolateee,2024-09-19T12:24:31Z,ooo make snore flavorate chocolateee,NEU,others,[],ironic
381,@NeoSefatsa-io7ko,Come to south Africa and survive like us for 7days😂😂,2024-09-19T11:42:26Z,come south africa survive like u day,NEU,others,[],not ironic
382,@Mc12._546,Me with my friends in Minecraft be like:,2024-09-19T11:37:55Z,friend minecraft like,NEU,others,[],not ironic
383,@John-h3x,THATS 3 MILES,2024-09-19T11:03:00Z,thats mile,NEU,others,[],ironic
384,@ItzMe_Swiden,Can we get the new toy or chocolate in India? I really wanna try it out but I don’t know if it’s available here 😢,2024-09-19T10:53:21Z,get new toy chocolate india really wan na try dont know available,NEU,others,[],not ironic
385,@kouakoufranckkomenan1700,Moi je veux participer aussi,2024-09-19T10:53:07Z,moi je veux participer aussi,NEU,others,[],not ironic
386,@PocoM5-uv5cb,7 DAY IN AMAZONE PARK,2024-09-19T10:50:59Z,day amazone park,NEU,others,[],not ironic
387,@DavidDivineDelight,Mr breast u are awesome bro one love by double D watching from Nigeria keep it up sir but remember me sir,2024-09-19T10:29:12Z,mr breast u awesome bro one love double watching nigeria keep sir remember sir,POS,joy,[],not ironic
388,@dilzodagamer4846,1 push up for every subscriber i get☝️🙏,2024-09-19T09:56:37Z,push every subscriber get,NEU,others,[],not ironic
389,@LeonardBacquillas,Mr.beast I want your chocolate but I don't have enough money can you give me free one?,2024-09-19T09:02:16Z,mrbeast want chocolate dont enough money give free one,NEU,others,[],not ironic
390,@LeonardBacquillas,Mr.beast can you give me a free feastables?,2024-09-19T09:01:15Z,mrbeast give free feastables,NEU,others,[],ironic
391,@KrishnaSingh-0007,Hello Mr beats mai aap se milna chahta kya aap mujhse mileage please mai India 🇮🇳 ka hu agar aap mujhse mileage tho aap apne channel dwara ak shorts video me mujhe video ya FIR message se mujhe bata dijiye please Iam your fan,2024-09-19T08:50:04Z,hello mr beat mai aap se milna chahta kya aap mujhse mileage please mai india ka hu agar aap mujhse mileage tho aap apne channel dwara ak short video mujhe video ya fir message se mujhe bata dijiye please iam fan,NEU,others,[],not ironic
392,@Pex_sick,please buy me a Samsung S23 Ultra 😭,2024-09-19T08:32:22Z,please buy samsung ultra,NEU,others,[],ironic
393,@MG__3838,Love from Mars 🫶👽,2024-09-19T07:58:15Z,love mar,POS,joy,[],ironic
394,@elvispetrov350,Your new toy I got it,2024-09-19T07:28:17Z,new toy got,POS,others,[],not ironic
395,@elvispetrov350,Mr beast I got your new you have released,2024-09-19T07:27:36Z,mr beast got new released,NEU,others,[],not ironic
396,@SaidMendezvega,Hola 🤗🤗,2024-09-19T07:12:01Z,hola,NEU,others,[],not ironic
397,@teamvgra484,Mr beast I also want to participate in your video so what can I do please tell me in your video. I am 13 year old child please I also want to do something😢😢,2024-09-19T06:24:18Z,mr beast also want participate video please tell video year old child please also want something,NEU,others,[],not ironic
398,@mouna-y9b,sahbti ( Mouna Saleh ) ZWINA BZAAAAAFFFFFFFFFFFFFF I LOVE HER SOOO MUCHHHHHH MUAHHHH TO HERRRR,2024-09-19T06:18:37Z,sahbti mouna saleh zwina bzaaaaaffffffffffffff love sooo muchhhhhh muahhhh herrrr,POS,joy,[],not ironic
399,@Love.sanatan-ram,"Challenge for me
Am indian",2024-09-19T04:44:24Z,challenge indian,NEU,others,[],not ironic
400,@Pramitthakur,👍 best video for new,2024-09-19T03:54:46Z,best video new,POS,joy,[],not ironic
401,@bestboisbreh,I live in the philipines i cant buy fiestabels,2024-09-19T03:35:58Z,live philipines cant buy fiestabels,NEU,others,[],not ironic
402,@weeniekat3113,you're an egg,2024-09-19T03:33:13Z,youre egg,NEU,others,[],not ironic
403,@MaicolGuzman-je7ji,mrbeast me dio miedo de que mueras😞 soy tu fan,2024-09-19T03:22:57Z,mrbeast dio miedo de que mueras soy tu fan,NEU,others,[],not ironic
404,@ครูใหม่ไข่หอม,"I'll tattoo Mr. beast's name and logo on my back if you give me 50,000 us.",2024-09-19T03:08:34Z,ill tattoo mr beast name logo back give u,NEU,others,[],not ironic
405,@michellenatividad6575,"Mister beast

❤❤❤❤❤❤❤😂😂",2024-09-19T02:54:32Z,mister beast,NEU,others,[],ironic
406,@sarahyde2523,i had my first feastable last week. Im in love with them. I love watching Mr. Beast. my favorite youtuber,2024-09-19T02:49:28Z,first feastable last week im love love watching mr beast favorite youtuber,POS,joy,[],not ironic
407,@JesusIsKingChrist,DONT say GOD’S NAME IN VAIN,2024-09-19T02:15:39Z,dont say god name vain,NEU,others,[],not ironic
408,@Platonplay2994,I dint even scared another video but this this makes me really scared😥,2024-09-19T02:07:52Z,dint even scared another video make really scared,NEG,others,[],not ironic
409,@Jessica_nguyen,"4:36 
Mrbeast: cave!
Karl: CaAaAaVvVe!
Mrbeast/everyone (except Karl): cave!
Karl: CAVVVvvevvavEeeEEe
Everyone (except karl): Cave!
Karl: CaAaAvVvVEeE!",2024-09-19T01:51:14Z,mrbeast cave karl caaaaavvve mrbeasteveryone except karl cave karl cavvvvvevvaveeeeee everyone except karl cave karl caaaavvvveee,NEU,disgust,[],not ironic
410,@v_Golem,Survive 10 days in the desert,2024-09-19T01:31:52Z,survive day desert,NEU,others,[],not ironic
411,@josephjawabreh8624,Mr beast I need a cyber truck please bro,2024-09-18T22:55:23Z,mr beast need cyber truck please bro,NEU,others,[],not ironic
412,@ThaisPallares,Eres muy inteligente y ocurrente tus formas de distracción son espectaculares vivo en Venezuela tengo 61 años y wooo es intenso me gustaría ir a una de tus visitas de comparación de los barcos más lujosos o las casas más bellas chao,2024-09-18T22:24:27Z,eres muy inteligente ocurrente tus formas de distraccion son espectaculares vivo en venezuela tengo ano wooo e intenso gustaria ir una de tus visitas de comparacion de los barcos ma lujosos la casas ma bellas chao,NEU,others,[],not ironic
413,@benshields5063,You're awesome mrbeast😊,2024-09-18T22:22:15Z,youre awesome mrbeast,POS,joy,[],ironic
